"id","name","n","m","directed"
1,"1",18,101,FALSE
2,"2",18,101,FALSE
3,"3",18,101,FALSE
4,"4",18,101,FALSE
5,"5",18,101,FALSE
6,"6",18,101,FALSE
7,"7",18,101,FALSE
8,"8",18,101,FALSE
9,"9",18,101,FALSE
10,"10",18,101,FALSE
11,"11",18,101,FALSE
12,"12",18,101,FALSE
13,"13",18,101,FALSE
14,"14",18,101,FALSE
15,"15",18,101,FALSE
16,"16",18,101,FALSE
17,"17",18,101,FALSE
18,"18",18,101,FALSE
