"id","name","n","m","directed"
1,"1",17,55,FALSE
2,"2",17,55,FALSE
3,"3",17,55,FALSE
4,"4",17,55,FALSE
5,"5",17,55,FALSE
6,"6",17,55,FALSE
7,"7",17,55,FALSE
8,"8",17,55,FALSE
9,"9",17,55,FALSE
10,"10",17,55,FALSE
11,"11",17,55,FALSE
12,"12",17,55,FALSE
13,"13",17,55,FALSE
14,"14",17,55,FALSE
15,"15",17,55,FALSE
16,"16",17,55,FALSE
17,"17",17,55,FALSE
