"id","name","n","m","directed"
1,"1",20,121,FALSE
2,"2",20,121,FALSE
3,"3",20,121,FALSE
4,"4",20,121,FALSE
5,"5",20,121,FALSE
6,"6",20,121,FALSE
7,"7",20,121,FALSE
8,"8",20,121,FALSE
9,"9",20,121,FALSE
10,"10",20,121,FALSE
11,"11",20,121,FALSE
12,"12",20,121,FALSE
13,"13",20,121,FALSE
14,"14",20,121,FALSE
15,"15",20,121,FALSE
16,"16",20,121,FALSE
17,"17",20,121,FALSE
18,"18",20,121,FALSE
19,"19",20,121,FALSE
20,"20",20,121,FALSE
