"id","name","n","m","directed"
1,"1",13,45,FALSE
2,"2",13,45,FALSE
3,"3",13,45,FALSE
4,"4",13,45,FALSE
5,"5",13,45,FALSE
6,"6",13,45,FALSE
7,"7",13,45,FALSE
8,"8",13,45,FALSE
9,"9",13,45,FALSE
10,"10",13,45,FALSE
11,"11",13,45,FALSE
12,"12",13,45,FALSE
13,"13",13,45,FALSE
