"from","to","weight"
"Jon","Sansa",151
"Missandei","Tyrion",88
"Tyrion","Varys",86
"Arya","Jaqen",83
"Davos","Melisandre",82
"Tyrion","Grey Worm",81
"Jon","Davos",80
"Gilly","Sam",80
"Bran","Three Eyed Raven",76
"High Sparrow","Margaery",76
"Theon","Yara",72
"Tyrion","Daenerys",69
"Cersei","Jaime",66
"Arya","Lady Crane",64
"Daario","Jorah",60
"Littlefinger","Sansa",57
"Daenerys","Daario",54
"Jon","Melisandre",54
"Jon","Tormund",54
"Bran","Meera",51
"Brienne","Jaime",50
"Davos","Tormund",50
"High Sparrow","Tommen",49
"Arya","Waif",48
"Cersei","Tommen",48
"Jon","Dolorous Edd",48
"Brienne","Sansa",46
"Missandei","Grey Worm",44
"Hound","Ray",41
"Margaery","Olenna",40
"Hodor","Meera",39
"Bran","Hodor",38
"Davos","Sansa",38
"Ramsay","Sansa",37
"Bronn","Jaime",36
"Jaime","Tommen",36
"Margaery","Tommen",36
"Jaime","Brynden",35
"Daenerys","Khal Moro",34
"Ramsay","Smalljon",34
"High Sparrow","Jaime",33
"Margaery","Loras",33
"Brienne","Brynden",32
"Jaime","Edmure",31
"Jon","Ramsay",30
"Bran","Benjen",29
"Cersei","Olenna",29
"Cersei","Qyburn",29
"Lyanna","Ned",29
"Theon","Sansa",29
"Davos","Dolorous Edd",28
"Brienne","Podrick",27
"Hound","Beric",26
"Hound","Thoros",25
"Ramsay","Roose Bolton",25
"Jon","Lyanna Mormont",24
"Sansa","Tormund",24
"Balon","Yara",23
"Ramsay","Osha",23
"Davos","Alliser Thorne",22
"High Sparrow","Loras",22
"Bronn","Podrick",21
"Camello","Lady Crane",21
"Daenerys","Jorah",21
"Dolorous Edd","Tormund",21
"Grey Worm","Varys",21
"Little Sam","Sam",21
"Margaery","Septa Unella",21
"Melessa","Sam",21
"Bran","Ned",20
"Jaqen","Waif",20
"Ramsay","Walda",20
"Bran","Leaf",19
"Jaime","Walder",19
"Jon","Robett",19
"Arya","Walder",18
"Cersei","Kevan",18
"Daenerys","Yara",18
"Gilly","Little Sam",18
"Balon","Euron",17
"Davos","Lyanna Mormont",17
"Euron","Yara",17
"Bianca","Lady Crane",16
"Bobono","Lady Crane",16
"Cersei","Pycelle",16
"Theon","Euron",16
"Izembaro","Lady Crane",16
"Littlefinger","Yohn Royce",16
"Missandei","Varys",16
