"from","to","weight"
"Arya","Jaqen",148
"Jorah","Tyrion",141
"Bronn","Jaime",121
"Tyrion","Varys",110
"Tyrion","Daenerys",98
"Cersei","High Sparrow",96
"Brienne","Podrick",90
"Jon","Stannis",90
"Littlefinger","Sansa",89
"Jon","Sam",85
"Gilly","Sam",83
"Daenerys","Daario",81
"Margaery","Tommen",79
"Sansa","Theon",77
"Daenerys","Hizdahr",69
"Davos","Stannis",68
"Jon","Tormund",63
"Cersei","Tommen",62
"Jaime","Myrcella",58
"Sansa","Myranda",58
"Ramsay","Theon",58
"Melisandre","Stannis",52
"Ramsay","Roose Bolton",51
"Sansa","Ramsay",51
"Cersei","Littlefinger",50
"Arya","Waif",48
"Shireen","Stannis",47
"Cersei","Margaery",46
"Cersei","Qyburn",41
"Jon","Olly",41
"Cersei","Jaime",40
"Jorah","Daenerys",40
"Jon","Melisandre",39
"Daenerys","Barristan",38
"Jon","Davos",35
"Davos","Shireen",35
"Bronn","Tyene",34
"Doran","Ellaria",33
"Jon","Mance",33
"Jon","Alliser Thorne",32
"Jaqen","Waif",32
"High Sparrow","Olenna",30
"Margaery","Loras",30
"Olly","Sam",30
"Grey Worm","Missandei",29
"Cersei","Mace",28
"Daenerys","Mossador",28
"Jon","Karsi",28
"Myranda","Ramsay",28
"Doran","Areo",27
"Brienne","Littlefinger",27
"Tyrion","Daario",27
"Cersei","Olenna",26
"Daario","Hizdahr",24
"Jaime","Doran",24
"Myrcella","Trystane",24
"Sam","Stannis",24
"Daenerys","Missandei",22
"Littlefinger","Roose Bolton",22
"Cersei","Kevan",21
"High Sparrow","Loras",21
"Cersei","Maggy",20
"Daario","Grey Worm",20
"Jon","Janos",20
"Shireen","Selyse",20
"Bronn","Areo",19
"Banker","Mace",19
"Jaime","Ellaria",19
"Karsi","Tormund",19
"Jaime","Areo",18
"Cersei","Lancel",18
"Cersei","Pycelle",18
"Gilly","Shireen",18
"Jon","Maester Aemon",18
"Selyse","Stannis",18
"Tyrion","Black Haired Prostitute",17
"Jorah","Daario",17
"Margaery","High Sparrow",17
"Sam","Maester Aemon",17
"Tyrion","Malko",17
"Daario","Missandei",16
"Jaime","Trystane",16
"Jon","Loboda",16
"Littlefinger","Olenna",16
"Tyrion","Missandei",16
"Sansa","Roose Bolton",16
"Areo","Ellaria",15
"Areo","Myrcella",15
"Brienne","Sansa",15
"Cersei","Loras",15
"Loras","Olyvar",15
"Alliser Thorne","Sam",14
"Bronn","Lollys",14
"Cersei","Septa Unella",14
"Daenerys","Grey Worm",14
"Littlefinger","Lancel",14
"Littlefinger","Ramsay",14
"Mance","Stannis",14
"Margaery","Olenna",14
"Nymeria","Tyene",14
"Arya","Thin Man",13
"Cersei","High Septon",13
"Davos","Melisandre",13
"Tyrion","Hizdahr",13
"Melisandre","Selyse",13
"Myranda","Theon",13
"Cersei","Melara",12
"Cersei","Meryn",12
"Cersei","Tywin",12
"Jon","Dolorous Edd",12
"Jorah","Malko",12
"Lord Of Bones","Tormund",12
"Brand","Derryk",11
"Ellaria","Obara",11
"Ellaria","Tyene",11
"High Septon","Olyvar",11
"Jaqen","Thin Man",11
"Arya","Meryn",10
"Davos","Olly",10
"Myrcella","Ellaria",10
"Olly","Stannis",10
"Pycelle","Qyburn",10
"Arya","Meryn Trant",9
"Brienne","Stannis",9
"Bronn","Myrcella",9
"Daenerys","Varys",9
"Davos","Selyse",9
"Doran","Myrcella",9
"Doran","Trystane",9
"High Sparrow","Olyvar",9
"Jorah","Missandei",9
"Littlefinger","Royce",9
"Loras","Olenna",9
"Loras","Tommen",9
"Mace","Qyburn",9
"Melisandre","Shireen",9
"Ramsay","Walda",9
"Alliser Thorne","Olly",8
"Areo","Trystane",8
"Brienne","Renly",8
"Gilly","Little Sam",8
"High Sparrow","Tommen",8
"Missandei","Hizdahr",8
"Sam","Janos",8
"Karsi","Loboda",8
"Loras","Lancel",8
"Roose Bolton","Theon",8
"Sansa","Walda",8
"Tyrion","Tywin",8
"Areo","Obara",7
"Daario","Barristan",7
"Bronn","Obara",7
"Sansa","Catelyn",7
"Cersei","Myrcella",7
"Sam","Derryk",7
"Gilly","Olly",7
"Jorah","Grey Worm",7
"Hizdahr","Mossador",7
"Pycelle","Mace",7
"Margaery","Olyvar",7
"Tyrion","Owner",7
"Sansa","Podrick",7
"Ramsay","Stannis",7
"Alliser Thorne","Janos",6
"Sam","Brand",6
"Bronn","Doran",6
"Bronn","Trystane",6
"Tyrion","Cersei",6
"Daario","Mossador",6
"Sam","Dolorous Edd",6
"Ellaria","Oberyn",6
"Jon","Gilly",6
"Gilly","Selyse",6
"Lancel","High Septon",6
"High Septon","Qyburn",6
"Jaime","Tywin",6
"Jon","Selyse",6
"Jorah","Varys",6
"Sam","Little Sam",6
"Mace","Meryn",6
"Madame","Meryn",6
"Mance","Tormund",6
"Myranda","Walda",6
"Myrcella","Obara",6
"Nymeria","Obara",6
"Obara","Tyene",6
"Roose Bolton","Walda",6
"Alliser Thorne","Stannis",5
"Bran","Rickon",5
"Bran","Theon",5
"Brienne","Catelyn",5
"Bronn","Nymeria",5
"Littlefinger","Catelyn",5
"Cersei","Robert",5
"Daenerys","Owner",5
"Gilly","Derryk",5
"Olly","Dolorous Edd",5
"Doran","Oberyn",5
"Ellaria","Nymeria",5
"High Septon","Mace",5
"Jon","Lord Of Bones",5
"Kevan","Tommen",5
"Littlefinger","Stannis",5
"Melisandre","Sam",5
"Ned","Stannis",5
"Podrick","Stannis",5
"Rickon","Theon",5
"Sam","Selyse",5
"Davos","Alliser Thorne",4
"Alliser Thorne","Dolorous Edd",4
"Alliser Thorne","Maester Aemon",4
